restaurant_name,comment_text,date,rating
برگراتور,همیشه سریع تازه و به اندازه,۱۹ شهریور ۱۴۰۴,5
برگراتور,بسبار عالى و بى نظير بود. طعم استيك مرغ فوق العاده بود,۳۰ مرداد ۱۴۰۴,5
برگراتور,خيلي خشك بود تازه نبود,۱۴ مرداد ۱۴۰۴,3
برگراتور,خوشمزه ‌خوش طعم بود دستتون درد نکنه حجمش هم زیاد بود,۹ مرداد ۱۴۰۴,5
برگراتور,خیلی خوشمزه بود و سسش اصلا چرب نبود از همه نظر عالی به جز اینکه حجمش کم بود,۲۵ تیر ۱۴۰۴,4
برگراتور,عالی,۲۳ تیر ۱۴۰۴,5
برگراتور,از هر باری که غذا دریافت کردم کیفیت بهتری داشت .کاملا توضیحات دقت شده بود .فقط سس قارچ شیرین بود به نسبت قبل وچرب تر,۲۳ تیر ۱۴۰۴,5
برگراتور,سیب‌زمینی سرخکرده تازه نبود.,۲۲ تیر ۱۴۰۴,4
برگراتور,طعم استیک خوب نبود,۱۰ تیر ۱۴۰۴,3
برگراتور,عالی,۲۴ خرداد ۱۴۰۴,5
برگراتور,طعم غذا و سس قارچ خیلی خوب...کیفیت پخت عالی و حجم غذا بسیار مناسب .... خیلی راضی بودم و در پارتی فود ، قبمت مناسبی داشت...اگر در پارتی فود قرار بگیره مجددا تکرار میکنم سفارشمو,۲۳ خرداد ۱۴۰۴,5
برگراتور,متاسفانه هر دفعه يك جور هست. شانسيه ديگه. اگه آشپز حوصله داشته باشه يا اينكه مرغ تازه گيرت بياد و سس قارچ هم از روزاي گذشته نباشه، كيفيت خوبه. وگرنه مثل امروز بي كيفيت ميشه.,۱۹ خرداد ۱۴۰۴,2
برگراتور,سس قارچ انقدر افتضاح بود که مستقیم انداختمش توی سطل آشغال. خطر مسمومیت وجود داشت,۱۸ خرداد ۱۴۰۴,3
برگراتور,خدا خیرتون بده به توضیحات توجه شده بود عالی ممنونم,۱۸ خرداد ۱۴۰۴,5
برگراتور,استیک یک کم بیشتر از همیشه سرخ شده بود.,۹ خرداد ۱۴۰۴,5
برگراتور,کیفیت خیلی خوب بود فقط به عنوان پیشنهاد یکم سس قارچ رو طعمش رو‌خامه ای تر کنید به نظرم و اینکه لطفا دورچین مثه سبزیجات پخته و اینا کنارش باشه خیلی بهتر و جذاب تره,۸ خرداد ۱۴۰۴,5
برگراتور,مرغ خیلی شور بود،مگه اشپز نمک رو تست نمیکنه؟ قیمتش توی فودپارتی خوب و به صرفه شده بود ولی مرغ شور بود,۷ خرداد ۱۴۰۴,2
برگراتور,بسیار خوش طعم بود و سریع به دستم رسید,۷ خرداد ۱۴۰۴,5
برگراتور,ساعت۱.۳۰دقیقه سفارش دادم با پیگیری های زیاد ساعت ۴ غذا رسید دستم اونم با اون وضعیت بسته بندی بد و هیچگونه دورچینی هم نداشت.انتظار برای همچین غذایی,۵ خرداد ۱۴۰۴,
فرش باکس (شریعتی),خیلی خوشمزه بود,۲۶ آبان ۱۴۰۴,5
فرش باکس (شریعتی),عالی بود ممنون,۲۰ آبان ۱۴۰۴,5
فرش باکس (شریعتی),مثل همیشه عالی بود ممنون از شما,۱۷ آبان ۱۴۰۴,5
فرش باکس (شریعتی),مثله همیشه درجه یک,۱۲ آبان ۱۴۰۴,5
فرش باکس (شریعتی),عالی,۹ مهر ۱۴۰۴,5
فرش باکس (شریعتی),عالی سالم و خوشمزه,۳ مهر ۱۴۰۴,5
فرش باکس (شریعتی),بسیار عالی مشخص بود که از مواد اولیه درجه یک و تازه استفاده شده ممنون از شما,۱ مهر ۱۴۰۴,5
فرش باکس (شریعتی),همه چیز عالی بود,۱۸ شهریور ۱۴۰۴,5
فرش باکس (شریعتی),سلام متاسفانه سفارش امروز من کاملا سرد بود با اینکه فاصله ی محل سفارش من تا فرش باکس ۱۰ دقیقه هستش ولی غذا کاملا سرد بود ضمن اینکه مدتی هست که حجم غذا کم شده ای کاش وقتی قیمت را افزایش می‌دهید از حجم آن کم نکنین با توجه به اینکه رقابت بسیار زیاد هستش امیدوارم نظرات را جدی تر بگیرین,۱۴ شهریور ۱۴۰۴,
فرش باکس (شریعتی),خیلی عالی بود از قبل بهتر شده بود و تغییرات خوبی داشتید,۲۸ مرداد ۱۴۰۴,5
فرش باکس (شریعتی),من يه چيز ديگه سفارش دادم، يه چيز ديگه شبيهش اوردن سرد شده بود واستيك كامل نپخته بود,۲۱ مرداد ۱۴۰۴,
فرش باکس (شریعتی),خيلى خوب بود كيفيت نسبت به قبل خيلى بهتر شده,۱۸ مرداد ۱۴۰۴,5
فرش باکس (شریعتی),تغییراتتون در مخلفات کنار غذا فاجعست برنج اصلا خوشمزه نیست کلا اشتباه بزرگی کردین,۱۵ مرداد ۱۴۰۴,
فرش باکس (شریعتی),دورچین اصلا مثل همیشه نبود وسبزیجات بسیار کم و بی کیفیت بود . مقدار استیک هم نسبت به دفعات قبلی کم شده بود,۱۴ مرداد ۱۴۰۴,3
فرش باکس (شریعتی),غذا مثل همیشه تازه نبود کیفیت پخت پایین برنج ساید اصلا تازه نبود و فقط گرم شده بود پاستا مثل قبل نبود امتیاز فرش باکس به سالم و تازه بودن غذاهاش امیدوارم فقط همین یکبار بوده باشه سلامت باشید,۷ مرداد ۱۴۰۴,
فرش باکس (شریعتی),به جای سبزیجات و اسفناج مزه دارشده که در توضیحات نوشته شده برنج و چند برگ کاهو فرستادن!,۵ مرداد ۱۴۰۴,
فرش باکس (شریعتی),عالی بود,۲ مرداد ۱۴۰۴,5
فرش باکس (شریعتی),استیک گریل مرغ خیلی شور بود,۲۳ تیر ۱۴۰۴,3
فرش باکس (شریعتی),با وجود اینکه در توضیحات تاکید کرده بودم که استیکها آبدار باشد،متاسفانه خیلی خشک بودند و امشب اصلا راضی نبودم,۲۰ تیر ۱۴۰۴,
فرش باکس (شریعتی),چرا حجم غذا هر دفعه کمتر و قیمت بیشتر میشه؟,۱۹ تیر ۱۴۰۴,4
لوکال رژیمی (چیذر),غذا خوب و خوش طعم بود اما خیلی بهتر می‌شد که سبزیجات یه مقدار زنده تر بودن,۲۵ آبان ۱۴۰۴,4
لوکال رژیمی (چیذر),خوب بود و سس قارچ هم خوشمزه بود فقط بسته بندی خوب نبود و میتونست بهتر باشه,۲۰ آبان ۱۴۰۴,4
لوکال رژیمی (چیذر),کاش مثل اول کیفیتتون رو حفظ میکردین,۲۷ مهر ۱۴۰۴,
لوکال رژیمی (چیذر),خیلی بد و مونده بود اصلا ساندویچ قابل خوردن نبود، در استیک مرغ هم حجم مرغ بسیار کم,۳۰ شهریور ۱۴۰۴,
لوکال رژیمی (چیذر),بشدت کیفیت پایین,۳۰ شهریور ۱۴۰۴,2
لوکال رژیمی (چیذر),سیب زمینی ها معلوم نبود برای چند روز پیش بود سبزیجات کنار مرغ اصلا خوب نبود مرغ خوب بود,۳۰ شهریور ۱۴۰۴,
لوکال رژیمی (چیذر),خوب بود,۲۱ شهریور ۱۴۰۴,5
لوکال رژیمی (چیذر),مرغش خیلی زیاد بود خدایی دمتون گرم,۱۷ شهریور ۱۴۰۴,5
لوکال رژیمی (چیذر),حجم زیاد با کیفیت تازه و رژیمی,۱۳ شهریور ۱۴۰۴,5
لوکال رژیمی (چیذر),کیفیت سیب زمینی افت کرده,۹ شهریور ۱۴۰۴,4
لوکال رژیمی (چیذر),فقط میتونم بگم مرغ خوب بود و سس ، تمام سبزیجاتش بنظرم مونده بود ،سیبزمینی که افتضاح بود،هویج و لوبیا سبزم همینطور.مرغم فقط طعمش خوب بود بنظرم میتونست آبدار تر باشه انقدر خشک نباشه,۶ شهریور ۱۴۰۴,2
لوکال رژیمی (چیذر),من تقریباً یک مدتی هست از اینجا دارم به صورت ثابت خرید می‌کنم ولی این سری واقعاً کیفیت سیب زمینی افتضاح بود,۴ شهریور ۱۴۰۴,5
لوکال رژیمی (چیذر),عالی هستید من که مشتری هر روزتونم و خیلی راضیم,۴ شهریور ۱۴۰۴,5
لوکال رژیمی (چیذر),ساده و خوشمزه بود دوس داشتم,۲۲ مرداد ۱۴۰۴,4
لوکال رژیمی (چیذر),به معنای واقعی عالی بود,۲۲ مرداد ۱۴۰۴,5
لوکال رژیمی (چیذر),کاملا مشخص بود که سیب زمینیاش مونده بود و هویج و کدو و بقیه مخلفاتش بوی موندگی میداد,۲۰ مرداد ۱۴۰۴,
لوکال رژیمی (چیذر),خوشمزه بود و خیلی حجمش زیاد بود فقط بنظرمن اگه سیب زمینی ها ریز تر باشه و سبزیجات بیشتر عالی میشه,۱۳ مرداد ۱۴۰۴,5
لوکال رژیمی (چیذر),سفارش ناقص بود ، تحویل گرفته نشد,۱۲ مرداد ۱۴۰۴,
لوکال رژیمی (چیذر),در کل خیلی خوب بود ولی فقط یکم دیر ارسال شد.,۷ مرداد ۱۴۰۴,5
لوکال رژیمی (چیذر),واقعا طعم غدا عالی بود سالاد و سس از نظر کیفیت و بهداشتی بودن عالی فکر نمیکردم با چنین قیمتی چنین حجم و کیفیتی تحویل بگیرم واقعا مرحبا,۲۸ تیر ۱۴۰۴,5
د ل پ (نیاوران),موهیتو غیر قابل استفاده بود و انداختم دور. در حالی که قبلا میگرفتم ازتون. خوشمزه هم بود,۱۶ آبان ۱۴۰۴,3
د ل پ (نیاوران),همه چیز عالی فقط اینقدر تند بود نمیشد خورد لطفا اینقدر همه چیزو تند نکنید,۱۵ مهر ۱۴۰۴,4
د ل پ (نیاوران),عالی,۹ مهر ۱۴۰۴,5
د ل پ (نیاوران),مثل همیشه عالی بود,۱۰ شهریور ۱۴۰۴,5
د ل پ (نیاوران),من خیلی تعجب کردم انتظار کیفیت خیلی بهتری رو داشتم مزه ی روغن مونده و سوخته نمیذاشت حتی یه لقمه از استریپس یا سیب زمینی از گلو پایین بره، قطعا آخرین باری بود که از د ل پ سفارش دادم,۳۱ مرداد ۱۴۰۴,2
د ل پ (نیاوران),همواره عالی,۲۴ مرداد ۱۴۰۴,5
د ل پ (نیاوران),سس مخصوس که روی سبزیجات بود خیلی باب طبع من نبود، من سبزیجات ساده را ترجیح میدم و فکر نمیکردم سس مخصوص را روی سبزیجات ریخته باشن پوره ترش بود سس قارچ بریده بود,۲۸ تیر ۱۴۰۴,4
د ل پ (نیاوران),كيفيت غذاها مثل هميشه عالي بود ولي پيك متاسفانه اطلاع نداشت كه بايد بسته رو افقي حمل كنه. عمودي گذاشته بود و بنابراين همه آب مرغ و سبزيجات از ظروف بيرون ريخته بود و وضع خيلي نامناسبي بود. بنظرم بايد پيك ها توجيه باشن كه روش حمل و قرارگيري كيسه بايد چطوري باشه,۲ خرداد ۱۴۰۴,5
د ل پ (نیاوران),من استیک مرغ گرفتم خیلی تازه و خوش طعم بود ولی پوره سیب زمینی مونده و بدطعم بود متاسفانه,۱۶ اردیبهشت ۱۴۰۴,4
د ل پ (نیاوران),بحاي بوراك مرغ، بوراك اسفناج فرستاده بودين ولي نظر منفي نميدم چون اينم خيلي خوشمزه بود. شايد حتي از بوراك مرغم بهتر بود. بقيه غذاها هم مثل هميشه خوب بود,۱۴ بهمن ۱۴۰۳,5
د ل پ (نیاوران),اون پیازچه بود تو پوره ؟ اصلا متوجه دلیل وجودش نشدم,۷ دی ۱۴۰۳,3
د ل پ (نیاوران),خوشمزه بود,۲۶ آذر ۱۴۰۳,4
د ل پ (نیاوران),با کیفیت,۱۷ آبان ۱۴۰۳,5
د ل پ (نیاوران),برگرها مشخص نیستند,۱۲ آبان ۱۴۰۳,4
د ل پ (نیاوران),نکته ای که هست اینکه ارسال هم بخشی از فرآینده متاسفانه پیک بسته رو درست تحویل ندادن به گونه ای که کلا بسته بندی منهدم شده بود,۹ آبان ۱۴۰۳,4
د ل پ (نیاوران),متاسفانه به توضیحات توجهی نشده بود و سوپ هم خیلی تند بود و نتونستم به دخترم بدم,۳۰ مهر ۱۴۰۳,3
د ل پ (نیاوران),لطفا ساندویچ ها روی بسته بندی مشخص شود,۱۳ مهر ۱۴۰۳,4
د ل پ (نیاوران),سلام کیفیت سفارشات خوب بود ولی متاسفانه سالاد اوشن آووکادو نداشت.,۱۰ مهر ۱۴۰۳,4
د ل پ (نیاوران),سوسیس تقریبا خام بود و پر پنیر,۲۴ شهریور ۱۴۰۳,3
د ل پ (نیاوران),خیلیییییی عالی بود فقط لطفا سبزیجات رو بیشتر گریل کنید,۶ شهریور ۱۴۰۳,5
گریل باکس (نیایش),عالی,۱۲ آبان ۱۴۰۴,5
گریل باکس (نیایش),درودبرخلاف همیشه امشب خوب نبودبسیارشوربودمرغ خوب گریل نشده بودوهمراه باپوره اب انداخته بودامیدوارم به کیفیت سابق برگرده سپاس,۱۱ آبان ۱۴۰۴,4
گریل باکس (نیایش),سون اپ فراموش شده بود,۹ آبان ۱۴۰۴,
گریل باکس (نیایش),مرغ و پوره خوشمزه بودند ، سس قارچ هم واقعا بهتر شده و مزه آرد دیگه نمیده ولی نمیدونم چرا سس به اون خوشمزگی اسفناج رو عوض کردید و کدو رو هم هیچی بهش نمیزنید,۳ آبان ۱۴۰۴,5
گریل باکس (نیایش),درودغذای خوبیست ذرزمانیکه درفودپروباشدقیمت وغذا خیلی مطلوب است باسپاس ازمدیریت,۲ آبان ۱۴۰۴,4
گریل باکس (نیایش),به طرز عجیبی زود رسید...یک ربع هم نشد...ممنون,۳۰ مهر ۱۴۰۴,5
گریل باکس (نیایش),بعد از ۲ ساعت تاخیر، سفارش سرد و با کسری تحویل داده شد!!,۲۸ مهر ۱۴۰۴,
گریل باکس (نیایش),استیک مرغ کمی سفت بود و ذرت همراه غذا طعم دلچسبی نداشت,۲۲ مهر ۱۴۰۴,4
گریل باکس (نیایش),کیفیت غذا خوب بود ولی حجمش کم بود.,۲۲ مهر ۱۴۰۴,3
گریل باکس (نیایش),سوپ خوب نبود ولی بقیه خیلی خوب بودن,۱۴ شهریور ۱۴۰۴,4
گریل باکس (نیایش),برعکس همیشه اینبار سرد ارسال شد بجای قارچ کدو گذاشته بودین از لحاظ طعم مثل همیشه نبود اصلا,۷ شهریور ۱۴۰۴,3
گریل باکس (نیایش),کلا کیفیت گریل باکس خوب هست فقط مقدار سیر را کم کنید خیلی بهتر می شد.,۲۷ مرداد ۱۴۰۴,4
گریل باکس (نیایش),خیلی خوب و حرفه ای بود,۲۱ مرداد ۱۴۰۴,5
گریل باکس (نیایش),طعمش خوب بود ولی متاسفانه وجود استخوان در استیک سینه مرغ، انقدر نکته منفی و اذیت کننده‌ایه که باعث میشه دیگه از این مجموعه سفارش نداشته باشم,۱۹ مرداد ۱۴۰۴,3
گریل باکس (نیایش),کیفیت بسیار بالایی داشت؛ یه سس قارچ بسیار خوش طعم و لذیذ هم کنار غذا بود؛ بسته بندی بسیار عالی بود. سبزیجات هم بسیار تازه و با کیفیت بود. سپاس,۱۷ مرداد ۱۴۰۴,5
گریل باکس (نیایش),عالی و لذیذ ، حجم استیک و طبخش فوق العاده بود مرسی فقط مقدار قارچ خییلی کم بود (دو عدد),۱۶ مرداد ۱۴۰۴,5
گریل باکس (نیایش),مثل همیشه کیف کردیم از طعم و‌کیفیت غذا!,۱۶ مرداد ۱۴۰۴,5
گریل باکس (نیایش),مثل همیشه واقعا عالی بود ولی به توضیحات توجه نشد,۱۵ مرداد ۱۴۰۴,5
گریل باکس (نیایش),غذا سرد بود.,۵ مرداد ۱۴۰۴,5
گریل باکس (نیایش),عالي,۲ مرداد ۱۴۰۴,5
شیکاگو گریل(نیاوران),ممنون,۱۷ آبان ۱۴۰۴,2
شیکاگو گریل(نیاوران),واقعا خوشمزه س,۱۳ آبان ۱۴۰۴,5
شیکاگو گریل(نیاوران),تجربه‌ای بسیار بد,۱۲ آبان ۱۴۰۴,
شیکاگو گریل(نیاوران),مرغ کاملا پخته شده بود و آبدار بود، طعم ضحم نداشت و اصلا خشک نبود. سبزیجات دورچین هم بسیار خوشمزه بودند. درکل از سفارشم بسیار راضی بودم,۱۱ آبان ۱۴۰۴,5
شیکاگو گریل(نیاوران),اصلا پوره سیب زمینی نداشت,۸ آبان ۱۴۰۴,2
شیکاگو گریل(نیاوران),پاستا خیلی خوشمزه بود ولی مرغ یکم نپخته بود,۴ آبان ۱۴۰۴,4
شیکاگو گریل(نیاوران),عالی بود ممنونم,۱ آبان ۱۴۰۴,5
شیکاگو گریل(نیاوران),واقعا عالی بود مخصوصا اسفناجاش دمتون گرم,۲۹ مهر ۱۴۰۴,5
شیکاگو گریل(نیاوران),همه چی عالی تنها ایرادش تو توضیحات یکی از سفارشام سس قرمز داشت ولی نبود اما همه چیز عالی بود,۲۷ مهر ۱۴۰۴,5
شیکاگو گریل(نیاوران),درجه ۱,۲۶ مهر ۱۴۰۴,5
شیکاگو گریل(نیاوران),کیفیت عالی و طعم دلچسب سپاسگزارم,۲۶ مهر ۱۴۰۴,5
شیکاگو گریل(نیاوران),تازه و عالی ممنونم,۲۶ مهر ۱۴۰۴,5
شیکاگو گریل(نیاوران),عالی مثل همیشه,۲۵ مهر ۱۴۰۴,5
شیکاگو گریل(نیاوران),خوشمزه بود,۲۴ مهر ۱۴۰۴,5
شیکاگو گریل(نیاوران),"واقعا"" خوشمزه و با کیفیت!مثل همیشه",۲۴ مهر ۱۴۰۴,5
شیکاگو گریل(نیاوران),سیب زمینی ها خام بودن,۲۴ مهر ۱۴۰۴,3
شیکاگو گریل(نیاوران),عالی بود,۲۳ مهر ۱۴۰۴,5
شیکاگو گریل(نیاوران),عاااالی مثل همیشه,۲۲ مهر ۱۴۰۴,5
شیکاگو گریل(نیاوران),ار آخر اصلا دست نخورده موند همش سوخته و سفت بود و مزه بدی شده بود من اصلا نخوردم,۱۶ مهر ۱۴۰۴,2
شیکاگو گریل(نیاوران),غذا با طعم عالی، حجم خوب و کیفیت عالی,۱۳ مهر ۱۴۰۴,5
پروتئین امیر (نیاوران),استيك مرغ مزه دار شده با چيزي كه من سفارش دادم فرق داشت و هر چى كه موجود داشتين ارسال كردين,۱ مرداد ۱۴۰۴,2
پروتئین امیر (نیاوران),بر خلاف همیشه سینه مرغ خیلی بو میداد و کهنه بود,۲۰ تیر ۱۴۰۴,2
پروتئین امیر (نیاوران),عالی عالی عالی مثل همیشه,۷ تیر ۱۴۰۴,5
پروتئین امیر (نیاوران),همیشه عالی من راضی هستم تازه و به موقع ارسال میشه ممنونم,۱۰ خرداد ۱۴۰۴,5
پروتئین امیر (نیاوران),سلام الان دو سه بار هست سفارش میدم بعضی اقلام رو ندارید ممنونم که این سفارشات رو هم بیارید,۳۰ فروردین ۱۴۰۴,4
پروتئین امیر (نیاوران),مرغ رو بجاي ظرف و بسته بندي تو كيسه پلاستيكي ريخته بودن متاسفم ديگه تو جنوب تهران هم تو ظرف ميزارن و تاخير هم داشتن,۲۳ فروردین ۱۴۰۴,3
پروتئین امیر (نیاوران),مثل همیشه تازه و درجه یک و عالی,۲۰ دی ۱۴۰۳,5
پروتئین امیر (نیاوران),عالی مثل همیشه,۶ دی ۱۴۰۳,5
پروتئین امیر (نیاوران),عالی,۲۳ آذر ۱۴۰۳,5
پروتئین امیر (نیاوران),کمی دیر تحویل داده شد,۱۴ آذر ۱۴۰۳,4
پروتئین امیر (نیاوران),همه عالی عالی تازه,۳ آذر ۱۴۰۳,5
پروتئین امیر (نیاوران),عالی,۲۳ آبان ۱۴۰۳,5
پروتئین امیر (نیاوران),درجه یک مثل همیشه,۲۰ آبان ۱۴۰۳,5
پروتئین امیر (نیاوران),درجه یک مثل همیشه,۲۸ مهر ۱۴۰۳,5
پروتئین امیر (نیاوران),عاااالی,۹ مهر ۱۴۰۳,5
پروتئین امیر (نیاوران),عالی,۴ مهر ۱۴۰۳,5
پروتئین امیر (نیاوران),همه چیز عالی ولی خیای طول کشید برسه دستم,۲۲ شهریور ۱۴۰۳,5
پروتئین امیر (نیاوران),فقط چند بار اقلام سفارش داده شده کامل ارسال نشد و با تاخیر با پیک دوم ارسال شد ولی کیفیت عالی هست,۱۳ شهریور ۱۴۰۳,5
پروتئین امیر (نیاوران),طبق معمول همه محصولات خوب بودن وتازه ولي ماهي رو نپسنديدم خيلي درشت وگوشتش لطيف نبود .,۱۰ تیر ۱۴۰۳,4
پروتئین امیر (نیاوران),عالی و بسیار تازه,۲۲ اردیبهشت ۱۴۰۳,5
لوکال رژیمی (زعفرانیه),واقعا رژیمی و عالی بود,۱۹ آبان ۱۴۰۴,5
لوکال رژیمی (زعفرانیه),یخ زده بود,۲۷ مهر ۱۴۰۴,
لوکال رژیمی (زعفرانیه),تاحالا همچین مرغ بدمزه ایی نخورده بودم افتضاااااح,۹ مهر ۱۴۰۴,
لوکال رژیمی (زعفرانیه),ب شدت کیفیت اُفت کرده,۳۰ شهریور ۱۴۰۴,
لوکال رژیمی (زعفرانیه),سیب زمینی ها سرد و مونده بودن سبزیجات بسیار کم و سرد سرد بودن,۲۶ شهریور ۱۴۰۴,
لوکال رژیمی (زعفرانیه),من استیک مرغ با سبزیجات دفعه قبل گرفتم خیلی خوشمزه بود عالی بود . مجدد امروز گرفتم هویج هاش اصلا نپخته بود .اما طعم مرغ خوشمزه بود,۱۸ شهریور ۱۴۰۴,4
لوکال رژیمی (زعفرانیه),من همیشه از سفارشام راضی بودم چون همه چیز تازه و خوش طعم بودن ولی اینبار هیچ شباهتی با دفعات قبل نداشت کاهویی که تازه نبود و حجمش خیلی کم شده بود مرغ ها سفت و بد طعم و بو بودن اینبار اصلا راضی نبودم .,۴ شهریور ۱۴۰۴,3
لوکال رژیمی (زعفرانیه),کاملا مونده و بی کیفیت بود اصلا توقع همچین ظاهری و نداشتم معلوم بود مال یکی دو روز پیشه,۳ شهریور ۱۴۰۴,2
لوکال رژیمی (زعفرانیه),عالی بود,۲۵ مرداد ۱۴۰۴,5
